purchase_order_id,purchase_order_date,supplier_id,supplier_name,equipment_category,equipment_type,manufacturer,part_number,order_quantity,unit_cost,total_order_value,currency,procurement_status,buyer,contract_type,production_start_date,supplier_committed_date,original_eta,current_eta,actual_delivery_date,required_on_site_date,shipment_status,shipping_mode,origin_country,destination_country,destination_site,freight_forwarder,customs_status,incoterm,warehouse_receipt_status,tracking_update_date,planned_lead_time_days,current_expected_lead_time_days,actual_lead_time_days,delay_days,supplier_capacity_utilization,supplier_on_time_delivery_rate,historical_supplier_delay_rate,equipment_criticality,alternative_supplier_available,inventory_buffer_days,deployment_dependency,data_center_site,planned_compute_capacity_mw,planned_gpu_capacity,project_phase,required_capacity_date,installation_start_date,_true_arrival,lead_time_variance,supply_concentration,missed_required_date
PO-2512,2026-01-07,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,3,432135.12,1296405.36,USD,Delivered,S. Park,Framework Agreement,2026-01-16,2026-05-08,2026-05-08,2026-07-07,2026-07-07,2026-06-01,Delivered,Air,Taiwan,United States,PHX-04,Expeditors,Cleared,FOB,Received,2026-07-15,121,181.0,181.0,60.0,0.907,0.591,0.416,critical,False,14,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-07-07,23.2,1.0,1
PO-2513,2025-02-01,SUP-010,Siemens Energy,Transformers,34.5kV pad-mount transformer,ABB,ABB-T-9236,3,863947.88,2591843.64,USD,In Production,A. Whitfield,Framework Agreement,2025-02-11,2026-03-10,2026-03-10,2026-08-26,,2026-06-13,Not Shipped,Ocean,South Korea,United States,PHX-04,DHL Industrial Projects,Pending,FOB,Pending,2026-07-13,402,571.0,,169.0,0.935,0.55,0.466,critical,False,19,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-08-30,45.1,0.424,1
PO-2514,2025-10-03,SUP-D01,WWT,GPU Servers,MGX GPU server,Supermicro,SUP-GS-2103,48,300718.35,14434480.8,USD,Delivered,A. Whitfield,Capacity Reservation,2025-10-21,2026-02-08,2026-02-08,2026-04-12,2026-04-12,2026-04-03,Delivered,Ocean,Taiwan,Ireland,DUB-06,Flexport,Cleared,EXW,Received,2026-07-14,128,191.0,191.0,63.0,0.674,0.686,0.352,critical,True,14,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-04-12,26.2,0.274,1
PO-2515,2025-06-12,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,4,316482.15,1265928.6,USD,Delivered,K. Osei,Master Supply Agreement,2025-07-01,2025-10-30,2025-10-30,2026-01-27,2026-01-27,2025-12-05,Delivered,Air,Taiwan,United States,PHX-04,DB Schenker,Cleared,DAP,Received,2026-07-12,140,229.0,229.0,89.0,0.907,0.591,0.416,critical,False,16,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-01-27,23.2,1.0,1
PO-2516,2025-03-22,SUP-002,Dell,GPU Servers,4U 8-GPU air-cooled server,Foxconn Industrial,FOX-GS-6957,43,246521.99,10600445.57,USD,Delivered,L. Tran,Master Supply Agreement,2025-04-11,2025-06-24,2025-06-24,2025-08-11,2025-08-11,2027-01-17,Delivered,Air,Taiwan,United States,PHX-04,Kuehne+Nagel,Cleared,DDP,Received,2026-07-14,94,142.0,142.0,48.0,0.919,0.55,0.453,critical,False,11,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2025-08-11,22.4,0.259,0
PO-2517,2026-02-08,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,15,314534.51,4718017.65,USD,In Production,K. Osei,Capacity Reservation,2026-02-19,2026-07-24,2026-07-24,2026-10-23,,2027-01-22,Not Shipped,Air,Taiwan,United States,PHX-04,Expeditors,Pending,FOB,Pending,2026-07-13,166,257.0,,91.0,0.907,0.591,0.416,critical,False,8,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-10-29,23.2,1.0,0
PO-2518,2025-07-24,SUP-007,Cisco,Network Equipment,Top-of-rack switch,Arista,ARI-NE-9899,85,83811.55,7123981.75,USD,Delivered,S. Park,Framework Agreement,2025-08-11,2025-10-25,2025-10-25,2025-10-25,2025-10-25,2025-11-08,Delivered,Air,United States,United States,SLC-08,Flexport,Not required,EXW,Received,2026-07-14,93,93.0,93.0,0.0,0.623,0.661,0.354,high,True,29,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2025-10-25,15.1,0.146,0
PO-2519,2026-07-02,SUP-022,VAST Data,Storage Systems,All-flash storage array,Dell,DEL-SS-6796,5,452881.4,2264407.0,USD,In Production,A. Whitfield,Framework Agreement,2026-07-15,2026-09-18,2026-09-18,2026-09-18,,2026-12-04,Not Shipped,Air,Mexico,Ireland,DUB-06,Flexport,Pending,DAP,Pending,2026-07-13,78,78.0,,0.0,0.619,0.679,0.34,high,False,30,Medium,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-09-15,11.3,0.22,0
PO-2520,2026-02-19,SUP-019,Schneider Electric,Power Distribution Units,Floor PDU 400kVA,Raritan,RAR-PDU-4457,101,4516.64,456180.64,USD,Delivered,L. Tran,Capacity Reservation,2026-02-28,2026-06-23,2026-06-23,2026-06-20,2026-06-20,2026-06-19,Delivered,Truck,Taiwan,United States,PHX-04,DB Schenker,Cleared,CIF,Received,2026-07-15,124,121.0,121.0,-3.0,0.774,0.683,0.358,medium,True,40,Low,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-06-20,34.9,0.137,1
PO-2521,2026-07-08,SUP-008,Juniper,Network Equipment,DCI router,Cisco,CIS-NE-4362,76,83362.66,6335562.16,USD,Ordered,L. Tran,Capacity Reservation,2026-07-28,2026-10-02,2026-10-02,2026-10-02,,2027-03-24,Not Shipped,Ocean,Mexico,United States,SLC-08,Expeditors,Pending,DDP,Pending,2026-07-13,86,86.0,,0.0,0.634,0.711,0.321,high,False,24,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-10-02,14.7,0.185,0
PO-2522,2026-04-28,SUP-017,Boyd,Cooling Systems,Rear-door heat exchanger,Motivair,MOT-CS-6636,22,199975.56,4399462.32,USD,In Production,J. Marsh,Spot PO,2026-05-07,2026-10-01,2026-10-01,2026-11-08,,2027-01-31,Not Shipped,Truck,United States,United States,PHX-04,DHL Industrial Projects,Not required,FOB,Pending,2026-07-14,156,194.0,,38.0,0.924,0.55,0.492,high,True,29,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-12-21,29.5,0.33,0
PO-2523,2025-07-13,SUP-016,Motivair,Cooling Systems,Rear-door heat exchanger,Motivair,MOT-CS-6636,11,231851.8,2550369.8,USD,Delivered,S. Park,Spot PO,2025-07-22,2026-01-04,2026-01-04,2026-02-25,2026-02-25,2026-10-09,Delivered,Air,United States,United States,ATL-01,Expeditors,Not required,DAP,Received,2026-07-14,175,227.0,227.0,52.0,0.956,0.55,0.485,high,True,23,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-02-25,25.9,0.355,0
PO-2524,2025-06-10,SUP-014,York,Chillers,Air-cooled screw chiller,York,YOR-C-6974,2,312925.27,625850.54,USD,Delivered,K. Osei,Capacity Reservation,2025-06-19,2026-03-18,2026-03-18,2026-03-18,2026-03-18,2026-12-18,Delivered,Truck,Mexico,United States,PHX-04,DB Schenker,Cleared,CIF,Received,2026-07-12,281,281.0,281.0,0.0,0.705,0.693,0.315,critical,True,16,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-03-18,26.0,0.158,0
PO-2525,2025-12-19,SUP-019,Schneider Electric,UPS Systems,Static UPS 750kVA,Eaton,EAT-US-1451,12,135319.01,1623828.12,USD,Delivered,S. Park,Master Supply Agreement,2026-01-05,2026-05-30,2026-05-30,2026-06-30,2026-06-30,2026-07-05,Delivered,Truck,United States,United States,SLC-08,DHL Industrial Projects,Not required,DDP,Received,2026-07-11,162,193.0,193.0,31.0,0.774,0.683,0.358,high,True,16,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-06-30,34.9,0.378,0
PO-2526,2026-05-29,SUP-004,NVIDIA,NVIDIA GPU Systems,HGX B200 baseboard,NVIDIA,NVI-NGS-5132,4,420224.25,1680897.0,USD,In Production,A. Whitfield,Spot PO,2026-06-13,2026-10-31,2026-10-31,2026-11-20,,2026-11-27,Not Shipped,Air,Taiwan,United States,CBUS-02,Expeditors,Pending,DDP,Pending,2026-07-14,155,175.0,,20.0,0.907,0.591,0.416,critical,False,9,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-12-25,23.2,1.0,1
PO-2527,2026-02-10,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,16,446471.06,7143536.96,USD,In Production,A. Whitfield,Framework Agreement,2026-02-19,2026-07-27,2026-07-27,2026-11-22,,2026-09-24,Not Shipped,Air,Taiwan,United States,DFW-03,DHL Industrial Projects,Pending,FOB,Pending,2026-07-11,167,285.0,,118.0,0.907,0.591,0.416,critical,False,6,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-11-29,23.2,1.0,1
PO-2528,2025-05-01,SUP-018,Eaton,UPS Systems,1.2MW modular UPS,Vertiv,VER-US-6447,12,114611.25,1375335.0,USD,Delivered,J. Marsh,Master Supply Agreement,2025-05-17,2025-09-17,2025-09-17,2025-09-16,2025-09-16,2025-11-08,Delivered,Truck,Mexico,United States,ATL-01,Flexport,Cleared,CIF,Received,2026-07-11,139,138.0,138.0,-1.0,0.722,0.672,0.331,high,False,12,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2025-09-16,24.3,0.199,0
PO-2529,2025-07-05,SUP-015,Vertiv,Cooling Systems,Rear-door heat exchanger,Boyd,BOY-CS-2389,6,219856.36,1319138.16,USD,Delivered,M. Delgado,Capacity Reservation,2025-07-22,2026-01-07,2026-01-07,2026-02-25,2026-02-25,2026-11-09,Delivered,Ocean,United States,United States,CBUS-02,Flexport,Not required,EXW,Received,2026-07-14,186,235.0,235.0,49.0,0.864,0.595,0.443,high,False,29,Medium,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-02-25,51.9,0.315,0
PO-2530,2026-05-29,SUP-003,Foxconn Industrial,GPU Servers,MGX GPU server,Foxconn Industrial,FOX-GS-6571,49,269476.02,13204324.98,USD,In Production,S. Park,Spot PO,2026-06-04,2026-08-27,2026-08-27,2026-10-03,,2026-10-16,Not Shipped,Air,Taiwan,United States,CBUS-02,DHL Industrial Projects,Pending,CIF,Pending,2026-07-14,90,127.0,,37.0,0.864,0.567,0.437,critical,False,17,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-11-18,18.8,0.23,1
PO-2531,2025-08-24,SUP-027,MTU,Backup Generators,2.5MW gas genset,Caterpillar,CAT-BG-8411,4,1645211.95,6580847.8,USD,In Production,K. Osei,Spot PO,2025-09-10,2026-07-18,2026-07-18,2027-01-03,,2027-01-11,Not Shipped,Truck,United States,United States,SLC-08,DB Schenker,Not required,FOB,Pending,2026-07-14,328,497.0,,169.0,0.925,0.55,0.45,critical,False,11,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2027-01-09,46.2,0.387,0
PO-2532,2025-02-04,SUP-010,Siemens Energy,Transformers,34.5kV pad-mount transformer,Hyundai Electric,HYU-T-4197,2,1471033.07,2942066.14,USD,In Production,L. Tran,Spot PO,2025-02-10,2026-04-21,2026-04-21,2026-10-31,,2026-08-10,Not Shipped,Ocean,South Korea,Ireland,DUB-06,Kuehne+Nagel,Pending,DDP,Pending,2026-07-12,441,634.0,,193.0,0.935,0.55,0.466,critical,False,19,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-11-06,45.1,0.424,1
PO-2533,2025-12-04,SUP-003,Foxconn Industrial,GPU Servers,MGX GPU server,Supermicro,SUP-GS-2103,17,336885.63,5727055.71,USD,Delivered,A. Whitfield,Spot PO,2025-12-21,2026-04-19,2026-04-19,2026-06-02,2026-06-02,2026-04-18,Delivered,Ocean,Taiwan,United States,RIC-05,DB Schenker,Cleared,DAP,Received,2026-07-13,136,180.0,180.0,44.0,0.864,0.567,0.437,critical,True,6,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-06-02,18.8,0.23,1
PO-2534,2025-06-16,SUP-012,Carrier,Chillers,Air-cooled screw chiller,Trane,TRA-C-6726,6,741658.97,4449953.82,USD,Delivered,J. Marsh,Spot PO,2025-07-01,2026-02-26,2026-02-26,2026-06-18,2026-06-18,2026-02-28,Delivered,Ocean,United States,United States,SLC-08,Kuehne+Nagel,Not required,DAP,Received,2026-07-15,255,367.0,367.0,112.0,0.653,0.7,0.327,critical,True,14,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-06-18,33.4,0.449,1
PO-2535,2025-05-12,SUP-D02,Insight Enterprises,Power Distribution Units,Floor PDU 400kVA,Raritan,RAR-PDU-4457,40,4265.78,170631.2,USD,Delivered,A. Whitfield,Master Supply Agreement,2025-05-28,2025-09-03,2025-09-03,2025-09-24,2025-09-24,2027-03-06,Delivered,Ocean,Taiwan,United States,PHX-04,DB Schenker,Cleared,CIF,Received,2026-07-15,114,135.0,135.0,21.0,0.703,0.675,0.352,medium,True,42,Low,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2025-09-24,22.0,0.213,0
PO-2536,2026-01-24,SUP-014,York,Chillers,Air-cooled screw chiller,Carrier,CAR-C-6640,7,486674.88,3406724.16,USD,In Production,M. Delgado,Master Supply Agreement,2026-02-06,2026-10-11,2026-10-11,2026-11-13,,2026-11-09,Not Shipped,Truck,United States,United States,ATL-01,Kuehne+Nagel,Not required,DAP,Pending,2026-07-11,260,293.0,,33.0,0.705,0.693,0.315,critical,True,20,High,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-11-29,26.0,0.158,1
PO-2537,2026-04-23,SUP-019,Schneider Electric,UPS Systems,Static UPS 750kVA,Eaton,EAT-US-1451,4,138550.29,554201.16,USD,In Production,K. Osei,Master Supply Agreement,2026-05-07,2026-11-03,2026-11-03,2026-11-15,,2027-01-10,Not Shipped,Truck,United States,United States,DFW-03,DHL Industrial Projects,Not required,DDP,Pending,2026-07-13,194,206.0,,12.0,0.774,0.683,0.358,high,True,27,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-12-03,34.9,0.378,0
PO-2538,2025-09-26,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,16,444337.08,7109393.28,USD,Delivered,J. Marsh,Master Supply Agreement,2025-10-05,2026-02-27,2026-02-27,2026-05-12,2026-05-12,2027-01-04,Delivered,Air,Taiwan,United States,PHX-04,DB Schenker,Cleared,CIF,Received,2026-07-13,154,228.0,228.0,74.0,0.907,0.591,0.416,critical,False,8,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-05-12,23.2,1.0,0
PO-2539,2026-07-02,SUP-001,Supermicro,GPU Servers,MGX GPU server,Dell,DEL-GS-8219,29,186786.81,5416817.49,USD,Ordered,M. Delgado,Framework Agreement,2026-07-22,2026-10-19,2026-10-19,2026-10-28,,2026-11-30,Not Shipped,Air,Mexico,Ireland,DUB-06,DB Schenker,Pending,DDP,Pending,2026-07-13,109,118.0,,9.0,0.896,0.55,0.483,critical,False,13,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-12-08,17.9,0.236,1
PO-2540,2025-06-30,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,13,454755.61,5911822.93,USD,Delivered,M. Delgado,Framework Agreement,2025-07-15,2026-01-03,2026-01-03,2026-04-03,2026-04-03,2026-03-16,Delivered,Air,Taiwan,United States,SLC-08,DHL Industrial Projects,Cleared,EXW,Received,2026-07-12,187,277.0,277.0,90.0,0.907,0.591,0.416,critical,False,19,High,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-04-03,23.2,1.0,1
PO-2541,2026-03-25,SUP-003,Foxconn Industrial,GPU Servers,MGX GPU server,Supermicro,SUP-GS-2103,62,308983.97,19157006.14,USD,In Production,K. Osei,Master Supply Agreement,2026-04-03,2026-06-29,2026-06-29,2026-07-18,,2026-08-06,Not Shipped,Air,Taiwan,United States,PHX-04,Flexport,Pending,DDP,Pending,2026-07-15,96,115.0,,19.0,0.864,0.567,0.437,critical,True,15,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-07-20,18.8,0.23,0
PO-2542,2026-07-04,SUP-D02,Insight Enterprises,Storage Systems,All-flash storage array,Dell,DEL-SS-6796,12,499421.88,5993062.56,USD,In Production,J. Marsh,Master Supply Agreement,2026-07-11,2026-09-19,2026-09-19,2026-09-19,,2026-10-08,Not Shipped,Truck,Mexico,United States,ATL-01,DB Schenker,Pending,DDP,Pending,2026-07-14,77,77.0,,0.0,0.703,0.675,0.352,high,True,12,Medium,ATL-01,120,80000,Phase 2 expansion,2027-02-12,2026-10-14,2026-09-15,22.0,0.303,0
PO-2543,2025-03-29,SUP-014,York,Chillers,Water-cooled centrifugal chiller,Trane,TRA-C-5577,6,468079.96,2808479.76,USD,Delivered,S. Park,Master Supply Agreement,2025-04-12,2025-11-21,2025-11-21,2026-02-25,2026-02-25,2025-12-05,Delivered,Ocean,United States,United States,DFW-03,DHL Industrial Projects,Not required,CIF,Received,2026-07-13,237,333.0,333.0,96.0,0.705,0.693,0.315,critical,False,16,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-02-25,26.0,0.158,1
PO-2544,2025-02-26,SUP-005,NVIDIA Networking,InfiniBand Switches,Quantum-X800 switch,NVIDIA Networking,NVI-IS-2889,61,63283.11,3860269.71,USD,Delivered,S. Park,Framework Agreement,2025-03-16,2025-07-29,2025-07-29,2025-11-03,2025-11-03,2026-11-01,Delivered,Air,Israel,Ireland,DUB-06,DB Schenker,Cleared,FOB,Received,2026-07-15,153,250.0,250.0,97.0,0.929,0.593,0.436,critical,False,12,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2025-11-03,22.1,1.0,0
PO-2545,2025-09-25,SUP-017,Boyd,Cooling Systems,Rear-door heat exchanger,Boyd,BOY-CS-2389,40,227421.48,9096859.2,USD,Delivered,A. Whitfield,Framework Agreement,2025-10-14,2026-03-12,2026-03-12,2026-05-28,2026-05-28,2026-04-20,Delivered,Truck,United States,United States,PHX-04,Flexport,Not required,FOB,Received,2026-07-14,168,245.0,245.0,77.0,0.924,0.55,0.492,high,True,14,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-05-28,29.5,0.33,1
PO-2546,2026-01-21,SUP-023,Rittal,Racks,Seismic rack enclosure,Vertiv,VER-R-2738,113,12672.8,1432026.4,USD,Delivered,L. Tran,Framework Agreement,2026-01-27,2026-03-17,2026-03-17,2026-03-29,2026-03-29,2026-03-31,Delivered,Truck,Mexico,Ireland,DUB-06,Expeditors,Cleared,EXW,Received,2026-07-13,55,67.0,67.0,12.0,0.604,0.712,0.316,low,True,59,Low,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-03-29,12.1,0.272,0
PO-2547,2026-01-05,SUP-002,Dell,GPU Servers,HGX H200 8-GPU server,Dell,DEL-GS-7457,18,198362.04,3570516.72,USD,In Production,S. Park,Master Supply Agreement,2026-01-16,2026-06-04,2026-06-04,2026-09-17,,2026-07-09,Not Shipped,Air,Mexico,United States,PHX-04,Kuehne+Nagel,Pending,DDP,Pending,2026-07-13,150,255.0,,105.0,0.919,0.55,0.453,critical,False,13,High,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-09-15,22.4,0.259,1
PO-2548,2025-10-17,SUP-015,Vertiv,Power Distribution Units,Rack PDU metered,Vertiv,VER-PDU-4486,237,21905.09,5191506.33,USD,Delivered,K. Osei,Framework Agreement,2025-10-22,2026-02-10,2026-02-10,2026-02-09,2026-02-09,2026-03-18,Delivered,Ocean,Mexico,United States,CBUS-02,DHL Industrial Projects,Cleared,DAP,Received,2026-07-14,116,115.0,115.0,-1.0,0.864,0.595,0.443,medium,True,38,Low,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-02-09,51.9,0.167,0
PO-2549,2026-04-13,SUP-001,Supermicro,GPU Servers,HGX H200 8-GPU server,Dell,DEL-GS-7457,35,192167.43,6725860.05,USD,In Production,M. Delgado,Spot PO,2026-04-24,2026-07-13,2026-07-13,2026-08-26,,2026-10-13,Not Shipped,Air,Mexico,United States,CBUS-02,DB Schenker,Pending,EXW,Pending,2026-07-12,91,135.0,,44.0,0.896,0.55,0.483,critical,True,6,High,CBUS-02,200,150000,Phase 1 build,2027-05-15,2026-11-14,2026-09-04,17.9,0.236,0
PO-2550,2026-07-10,SUP-006,Arista,Network Equipment,800G data center switch,Juniper,JUN-NE-5337,63,47780.0,3010140.0,USD,Ordered,S. Park,Framework Agreement,2026-07-18,2026-10-17,2026-10-17,2026-10-17,,2026-10-24,Not Shipped,Air,United States,United States,DFW-03,DHL Industrial Projects,Not required,FOB,Pending,2026-07-15,99,99.0,,0.0,0.873,0.55,0.493,high,True,30,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-11-26,14.1,0.19,1
PO-2551,2026-05-18,SUP-017,Boyd,Cooling Systems,CRAH unit,Vertiv,VER-CS-2964,39,243720.15,9505085.85,USD,In Production,A. Whitfield,Spot PO,2026-06-05,2026-10-12,2026-10-12,2026-11-17,,2026-11-02,Not Shipped,Air,Mexico,Ireland,DUB-06,Expeditors,Pending,EXW,Pending,2026-07-15,147,183.0,,36.0,0.924,0.55,0.492,high,True,24,Medium,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-12-20,29.5,0.33,1
PO-2552,2026-07-10,SUP-015,Vertiv,Racks,Cable management kit,Legrand,LEG-R-1456,199,11108.16,2210523.84,USD,Ordered,M. Delgado,Master Supply Agreement,2026-07-28,2026-09-03,2026-09-03,2026-09-11,,2026-11-15,Not Shipped,Truck,Mexico,United States,DFW-03,DB Schenker,Pending,DAP,Pending,2026-07-15,55,63.0,,8.0,0.864,0.595,0.443,low,True,35,Low,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-09-25,51.9,0.186,0
PO-2553,2025-12-16,SUP-004,NVIDIA,NVIDIA GPU Systems,DGX B200 system,NVIDIA,NVI-NGS-2152,6,419512.18,2517073.08,USD,Delivered,M. Delgado,Master Supply Agreement,2026-01-02,2026-04-12,2026-04-12,2026-06-29,2026-06-29,2026-09-12,Delivered,Air,Taiwan,United States,DFW-03,DHL Industrial Projects,Cleared,DAP,Received,2026-07-15,117,195.0,195.0,78.0,0.907,0.591,0.416,critical,False,18,High,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-06-29,23.2,1.0,0
PO-2554,2026-04-18,SUP-D02,Insight Enterprises,Network Equipment,Top-of-rack switch,Juniper,JUN-NE-2491,16,66598.72,1065579.52,USD,Shipped,K. Osei,Capacity Reservation,2026-05-01,2026-07-23,2026-07-23,2026-07-23,,2026-08-22,In Transit,Air,United States,United States,DFW-03,Kuehne+Nagel,Not required,FOB,Pending,2026-07-15,96,96.0,,0.0,0.703,0.675,0.352,high,True,28,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2026-07-19,22.0,0.21,0
PO-2555,2026-02-17,SUP-005,NVIDIA Networking,InfiniBand Switches,NDR 400G cable set,NVIDIA Networking,NVI-IS-8634,32,44991.02,1439712.64,USD,In Production,A. Whitfield,Master Supply Agreement,2026-03-07,2026-07-19,2026-07-19,2026-09-23,,2026-12-03,Not Shipped,Air,Israel,Ireland,DUB-06,DHL Industrial Projects,Pending,DAP,Pending,2026-07-14,152,218.0,,66.0,0.929,0.593,0.436,critical,True,11,High,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-09-30,22.1,1.0,0
PO-2556,2026-01-04,SUP-004,NVIDIA,NVIDIA GPU Systems,GB200 NVL72 rack system,NVIDIA,NVI-NGS-7164,11,315816.8,3473984.8,USD,In Production,K. Osei,Master Supply Agreement,2026-01-20,2026-06-30,2026-06-30,2026-10-06,,2026-08-10,Not Shipped,Air,Taiwan,United States,RIC-05,DHL Industrial Projects,Pending,DAP,Pending,2026-07-12,177,275.0,,98.0,0.907,0.591,0.416,critical,False,19,High,RIC-05,90,60000,Phase 3 expansion,2026-12-14,2026-09-14,2026-09-30,23.2,1.0,1
PO-2557,2026-02-20,SUP-024,Legrand,Racks,Seismic rack enclosure,Legrand,LEG-R-1930,127,5807.34,737532.18,USD,Delivered,S. Park,Capacity Reservation,2026-02-25,2026-04-10,2026-04-10,2026-04-23,2026-04-23,2027-01-24,Delivered,Truck,Mexico,Ireland,DUB-06,Expeditors,Cleared,EXW,Received,2026-07-15,49,62.0,62.0,13.0,0.826,0.639,0.374,low,True,31,Low,DUB-06,100,70000,Phase 1 build,2027-06-14,2026-12-14,2026-04-23,9.9,0.224,0
PO-2558,2026-07-14,SUP-002,Dell,Storage Systems,All-flash storage array,Dell,DEL-SS-6796,12,492707.69,5912492.28,USD,Ordered,J. Marsh,Master Supply Agreement,2026-07-28,2026-10-22,2026-10-22,2026-10-22,,2026-12-05,Not Shipped,Air,Mexico,United States,SLC-08,DHL Industrial Projects,Pending,EXW,Pending,2026-07-14,100,100.0,,0.0,0.919,0.55,0.453,high,True,14,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-10-20,22.4,0.149,0
PO-2559,2025-12-20,SUP-D01,WWT,Storage Systems,NVMe expansion shelf,VAST Data,VAS-SS-4000,6,362059.72,2172358.32,USD,Delivered,K. Osei,Framework Agreement,2025-12-30,2026-03-17,2026-03-17,2026-04-04,2026-04-04,2027-02-01,Delivered,Truck,United States,United States,PHX-04,Expeditors,Not required,DDP,Received,2026-07-15,87,105.0,105.0,18.0,0.674,0.686,0.352,high,True,15,Medium,PHX-04,250,180000,Greenfield,2027-09-13,2027-01-13,2026-04-04,26.2,0.213,0
PO-2560,2026-04-04,SUP-019,Schneider Electric,UPS Systems,Lithium-ion battery cabinet,Vertiv,VER-US-3394,11,269493.42,2964427.62,USD,In Production,L. Tran,Framework Agreement,2026-04-10,2026-09-29,2026-09-29,2026-09-29,,2027-03-16,Not Shipped,Truck,Mexico,United States,SLC-08,Expeditors,Pending,DDP,Pending,2026-07-14,178,178.0,,0.0,0.774,0.683,0.358,high,True,22,Medium,SLC-08,180,130000,Greenfield,2027-11-13,2027-02-13,2026-09-27,34.9,0.378,0
PO-2561,2026-05-21,SUP-015,Vertiv,Cooling Systems,Rear-door heat exchanger,Vertiv,VER-CS-1031,28,149900.27,4197207.56,USD,In Production,K. Osei,Framework Agreement,2026-06-06,2026-11-21,2026-11-21,2027-01-08,,2027-02-11,Not Shipped,Truck,Mexico,United States,DFW-03,DHL Industrial Projects,Pending,CIF,Pending,2026-07-15,184,232.0,,48.0,0.864,0.595,0.443,high,True,15,Medium,DFW-03,150,100000,Phase 1 build,2027-03-15,2026-10-14,2027-04-13,51.9,0.315,1
